_CREATOR_URI_USER;_CREATION_DATE;_LAST_UPDATE_URI_USER;_LAST_UPDATE_DATE;_MODEL_VERSION;_UI_VERSION;_IS_COMPLETE;_SUBMISSION_DATE;_MARKED_AS_COMPLETE_DATE;LOCATION_LNG;LOCATION_LAT;STATUS;LOCATION_ALT;VWC_REF;VWC_ESTABLISHED_YEAR;YEAR_OF_SOCIAL_MAP_MADE;HH_CENSUS_UP;HH_INEND12_UP;HH_CENSUS_PP;HH_INEND12_PP;TOT_NO_OF_HH_CENSUS2008OR12_NP;TOT_NO_OF_HH_INEND12_NP;Ratio NP / UP+P;TOTAL_NO_OF_FEMALE_MEMBER_START;TOTAL_NO_OF_FEMALE_MEMBER_NOW;TOTAL_NO_OF_MALE_MEMBER_START;TOTAL_NO_OF_MALE_MEMBER_NOW;IS_ARSENIC_PRONE_AREA;WATER_SUPPORT_VWC_TUBEWELL_BRAC;WATER_SUPPORT_VWC_TUBEWELL_OTHER;WATER_SUPPORT_VWC_DEEPTUBEWELL_BRAC;WATER_SUPPORT_VWC_DEEPTUBEWELL_OTHER;WATER_SUPPORT_VWC_SANDPONDFILTER_BRAC;WATER_SUPPORT_VWC_SANDPONDFILTER_OTHER;WATER_SUPPORT_VWC_NOTAPPLICABLE_BRAC;WATER_SUPPORT_VWC_NOTAPPLICABLE_OTHER;VWC01;VWC02;VWC03_SCORE_AGREED;VWC03_SCORE_MEN;VWC03_SCORE_WOMEN;LOCATION_ACC;NAME_INVIEWER1;NAME_INVIEWER2;SEX_INTERVIEWER2;SEX_INTERVIEWER1;hh0;hh;wealth;select0;select;psu;psu0;psu1;PSU2;id;district;upazila;union;vwc;ultrapoor;poor;nonpoor;totalHH;%up;%p;%np;weight_up;Weight_p;weight_np
motilal;19:19,0;0;19:19,0;0;0;1;19:19,0;19:19,0;0;0;0;0;5660200;2012;2012;32;0;16;0;24;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;0;Motilal;Rabya akther;F;M;0;0;up;0;2;66;5;66;2;5660200;Chandpur;Faridgonj;East Chordukia;Murarirtak;32;20;20;72;44%;28%;28%;;;
quddus;47:56,0;0;47:56,0;0;0;1;47:56,0;47:56,0;89,1747518;22,8443842;0;0;5180100;2007;2007;46;0;94;0;125;0;PP&UP;6;6;5;5;Yes;No;No;Yes;Yes;No;No;0;0;A;B;A;A;A;3956;Abdul.qudds.;Sumitra kormoker.;F;M;0;0;up;0;1;18;5;18;1;5180100;Jessore;Keshabpur;Biddanandokati;Burihati-3;46;94;125;265;17%;35%;47%;;;
kamrul;48:33,0;0;48:33,0;0;0;1;48:33,0;48:33,0;0;0;0;0;5480200;2007;2007;2;0;110;0;113;0;NP;7;8;4;3;No;No;No;No;No;No;No;0;0;D;E;A;A;A;0;Kamrul islam;Babi borua;F;M;0;0;up;0;2;48;5;48;1;5480200;Chirtagong;Rangunia;Padua;W. Khurushia 3;2;110;113;225;1%;49%;50%;;;
rezaul;31:57,0;0;31:57,0;0;0;1;31:57,0;31:57,0;0;0;0;0;5530300;2012;2012;39;0;60;0;173;0;NP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;C;C;C;C;0;Md.rejaul karim;Fulmala akter;F;M;0;0;up;0;3;53;5;53;2;5530300;Chandpur;Faridgonj;East Gupti;Gonia-2;39;58;175;272;14%;21%;64%;;;
quddus;47:14,0;0;47:14,0;0;0;1;47:14,0;47:14,0;89,2193851;22,9059287;0;0;5180200;2007;2007;51;0;101;0;100;0;PP&UP;6;6;5;5;Yes;No;No;Yes;Yes;No;No;0;0;A;A;A;A;A;2833;Abdul.quddus.;Sumitra kormoker.;F;M;0;0;up;0;2;18;5;18;1;5180200;Jessore;Keshabpur;Pangia;Gorvanga-2;51;101;100;252;20%;40%;40%;;;
hafizur;12:43,0;0;12:43,0;0;0;1;12:43,0;12:43,0;90,02680759;23,47017773;0;-23;5410300;0;2007;42;0;102;0;162;0;NP;0;6;0;5;No;No;No;No;No;No;No;0;0;D;B;A;A;A;25;Hafizur rahaman;Shikha kirtuniya;F;M;0;0;up;0;3;41;5;41;1;5410300;Faridpur;Sadarpur;Dhewkhali;Chanrapara -1;39;85;182;306;13%;28%;59%;;;
ershad;18:11,0;0;18:11,0;0;0;1;18:11,0;18:11,0;91,6779523;24,9538848;0;0;5760200;2012;2012;17;17;11;11;26;26;PP&UP;6;6;5;5;No;No;No;No;No;No;No;No;No;E;E;E;E;E;3774;Ershad hossain;Runo bala;F;M;0;0;up;0;2;76;5;76;2;5760200;Sunamgonj;Chhatak;Soidergaon;West Suitpur;17;11;26;54;31%;20%;48%;;;
ranjan;04:51,0;0;04:51,0;0;0;1;04:51,0;04:51,0;89,6242615;22,6022821;0;0;5340100;2007;2007;14;0;101;0;144;0;NP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;B;A;A;A;4619;Ranjanbanerjee;Barnali;F;M;0;0;up;0;1;34;5;34;1;5340100;Bagerhat;Rampal;Ujalkur;Ujalkur Uttar;14;101;144;259;5%;39%;56%;;;
kamruzzaman;15:55,0;0;15:55,0;0;0;1;15:55,0;15:55,0;89,1647559;22,7802246;0;0;5910200;2012;2012;155;0;25;0;91;0;PP&UP;6;6;5;5;Yes;0;0;0;0;0;0;0;0;D;B;C;C;C;3850;Kamruzzaman;Penaki  bairagi;F;M;0;0;up;0;2;91;5;91;2;5910200;Satkhira;Tala;Dhandia;Dakkhin Sharsha-1;155;69;47;271;57%;25%;17%;;;
rezaul;56:16,0;0;56:16,0;0;0;1;56:16,0;56:16,0;0;0;0;0;5990200;2012;2012;14;0;1;0;50;0;NP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;E;E;E;E;0;Md.rejaul karim;Fulmala akter;F;M;0;0;up;0;2;99;5;99;2;5990200;Chandpur;Faridgonj;Paikpara;Asotkuari;14;11;40;65;22%;17%;62%;;;
momin;41:48,0;0;41:48,0;0;0;1;41:48,0;41:48,0;91,75001472;24,8179795;0;-72;5710200;2012;2012;21;0;10;0;84;0;NP;6;6;5;5;No;No;No;No;No;No;No;Yes;Yes;D;C;D;D;D;20;Md.Abdul Momin;Rashna Begum;F;M;0;0;up;0;2;71;5;71;2;5710200;Sylhet;Bishwhanath;Dowlotpur;Mirergoan, Kaliteka;18;13;84;115;16%;11%;73%;;;
rezaul;11:34,0;0;11:34,0;0;0;1;11:34,0;11:34,0;0;0;0;0;5990100;2012;2012;26;0;19;0;154;0;NP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;C;C;C;C;0;Md.rejaul karim;Fulmala akter;F;M;0;0;up;0;1;99;5;99;2;5990100;Chandpur;Faridgonj;Paikpara;Kasara-1;26;29;144;199;13%;15%;72%;;;
murad;05:12,0;0;05:12,0;0;0;1;05:12,0;05:12,0;91,99896017;25,14174058;0;-9;5790300;2012;2012;42;0;98;0;69;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;100;Md Murad Hossain;Ruly Begum;F;M;0;0;up;0;3;79;5;79;2;5790300;Sylhet;Gowainghat;Doubari;Charoigram;42;69;98;209;20%;33%;47%;;;
ranjan;00:25,0;0;00:25,0;0;0;1;00:25,0;00:25,0;89,2521503;22,7683006;0;0;5600200;2012;2012;55;0;58;0;86;0;PP&UP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;E;E;E;E;4154;Barnali  halder;Rajanbanerjee;M;F;0;0;up;0;2;60;5;60;2;5600200;Satkhira;Tala;Kholishkhali;Tikrampur-2;55;31;113;199;28%;16%;57%;;;
rezaul;47:47,0;0;47:47,0;0;0;1;47:47,0;47:47,0;0;0;0;0;5690300;2012;2012;3;0;6;0;224;0;NP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;E;E;E;E;0;Md.rejaul karim;Fulmala akter;F;M;0;0;up;0;3;69;5;69;2;5690300;Chandpur;Faridgonj;Faridgonj Pourosova;Karoachor-3;3;5;225;233;1%;2%;97%;;;
bari;19:30,0;0;19:30,0;0;0;1;19:30,0;19:30,0;0;0;0;0;5650300;2012;2012;42;42;74;74;11;11;PP&UP;6;6;5;5;No;0;No;0;Yes;0;No;0;0;D;C;C;C;C;0;mongira;bari;M;F;0;0;up;0;3;65;5;65;2;5650300;Khulna;Koyra;North Bedkashi;Boro Bari-3;41;45;41;127;32%;35%;32%;;;
ranjan;20:15,0;0;20:15,0;0;0;1;20:15,0;20:15,0;89,2524761;22,7684122;0;0;5640300;2012;2012;39;0;10;0;104;0;NP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;C;C;C;C;4075;Ranjanbanerjee;Barnalihalder;F;M;0;0;up;0;3;64;5;64;2;5640300;Satkhira;Tala;Kheshra;Kheshra-2;39;;114;153;25%;0%;75%;;;
shahjahan;54:21,0;0;54:21,0;0;0;1;54:21,0;54:21,0;0;0;0;0;5950200;2012;2012;12;12;7;7;69;69;NP;6;6;5;5;No;No;Yes;No;No;No;No;0;Yes;D;B;C;C;C;0;Shahajan;Fatema;F;M;0;0;up;0;2;95;5;95;2;5950200;Kishoregonj;Bajitpur;Dighirpar;Chanpur;12;7;69;88;14%;8%;78%;;;
alauddin;06:00,0;0;06:00,0;0;0;1;06:00,0;06:00,0;92,1685572;24,8313497;0;0;5150100;2008;2008;50;76;2;13;251;220;NP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;2486;Alauddin;Shabela begum;F;M;0;0;up;0;1;15;5;15;1;5150100;Sylhet;Beanibazar;Kurarbazar;Akakhasajng;50;2;251;303;17%;1%;83%;;;
kamrul;48:48,0;0;48:48,0;0;0;1;48:48,0;48:48,0;0;0;0;0;5000200;2012;2012;82;0;35;0;65;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;0;Kamrul islam;Sultana razia;F;M;0;0;up;0;2;500;;500;2;5000200;Chittagong;Fatickchari;Kanchon Nagor;Holly Para;86;35;65;186;46%;19%;35%;;;
shahidul;13:55,0;0;13:55,0;0;0;1;13:55,0;13:55,0;90,87141554;24,54656431;0;99;5550200;2012;2012;52;52;81;81;87;87;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;B;A;A;A;200;Shahidul;Shefali;F;M;0;0;up;0;2;55;5;55;2;5550200;Kishoregonj;Tarail;Digdair;Singda-1;52;81;87;220;24%;37%;40%;;;
aman;16:59,0;0;16:59,0;0;0;1;16:59,0;16:59,0;91,8059438;22,631719;0;0;5860300;2012;2012;138;0;7;0;68;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;2086;Md aman ullah;Luaky rani;F;M;0;0;up;0;3;86;5;86;2;5860300;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;213;65%;3%;32%;;;
kamrul;50:08,0;0;50:08,0;0;0;1;50:08,0;50:08,0;0;0;0;0;5850100;2012;2012;75;0;73;0;62;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;0;Kamrul islam;Sultana razia;F;M;0;0;up;0;1;85;5;85;2;5850100;Chittagong;Fatickchari;SundorPur;Ak Kulia;75;73;62;210;36%;35%;30%;;;
alauddin;09:24,0;0;09:24,0;0;0;1;09:24,0;09:24,0;92,1685426;24,8313819;0;0;5150200;2008;2008;43;32;150;48;32;226;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;B;C;C;C;2440;Alauddin;Shabela begum;F;M;0;0;up;0;2;15;5;15;1;5150200;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;194;19%;0%;81%;;;
harun;19:14,0;0;19:14,0;0;0;1;19:14,0;19:14,0;90,9810341;24,0648806;0;0;5930100;2012;2012;28;0;87;0;100;0;PP&UP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;C;D;D;D;2181;Harun.ar.rashid;Shermin.akther;F;M;0;0;up;0;1;93;5;93;2;5930100;Kishoregonj;Bhairab;Sreenagar;Kamarkanda;28;87;100;215;13%;40%;47%;;;
hannan;44:43,0;0;44:43,0;0;0;1;44:43,0;44:43,0;89,5315809;25,0330343;0;0;5250100;2007;2007;44;0;71;0;92;0;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;C;A;A;A;3525;M.A.HANNAN MIAH;MST.ALIMA AKTER;F;M;0;0;up;0;1;25;5;25;1;5250100;Bogra;Sonatoal;Sonatola Sodor;Chaknondon;29;43;135;207;14%;21%;65%;;;
ranjan;39:49,0;0;39:49,0;0;0;1;39:49,0;39:49,0;89,2521503;22,7683006;0;0;5640100;2012;2012;94;0;14;0;52;0;PP&UP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;D;C;C;C;4154;Barnali  halder;Ranjanbanerjee;M;F;0;0;up;0;1;64;5;64;2;5640100;Satkhira;Tala;Kheshra;Balia-3;94;;66;160;59%;0%;41%;;;
milon;47:31,0;0;47:31,0;0;0;1;47:31,0;47:31,0;89,1119906;23,896413;0;0;5020300;2007;2007;58;0;152;0;90;0;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;B;B;A;A;A;1679;Milon;Tuli;F;M;0;0;up;0;3;2;50;2;1;5020300;Kushtia;Kushtia Sadar;Jagati;Jagati-3;55;136;109;300;18%;45%;36%;;;
motilal;31:29,0;0;31:29,0;0;0;1;31:29,0;31:29,0;90,7545351;23,122806;0;0;5810300;2012;2012;25;0;22;0;208;0;NP;6;6;5;5;No;0;0;0;0;0;0;0;0;D;E;E;E;E;2456;Motilal;Taslima;F;M;0;0;up;0;3;81;5;81;2;5810300;Chandpur;Faridgonj;South Faridgonj;Horni-3;25;22;208;255;10%;9%;82%;;;
jahurul;28:03,0;0;28:03,0;0;0;1;28:03,0;28:03,0;0;0;0;0;5380100;2007;2007;105;0;37;0;68;0;PP&UP;6;6;5;5;No;0;0;0;0;0;0;0;0;D;C;A;A;A;0;BulBuli akter;Johurul alam;M;F;0;0;up;0;1;38;5;38;1;5380100;Tangail;Modhupur;Solakuri;Dighirpar;29;93;87;209;14%;44%;42%;;;
rezaul;19:03,0;0;19:03,0;0;0;1;19:03,0;19:03,0;0;0;0;0;5060200;2008;2008;38;0;51;0;36;0;PP&UP;6;6;5;5;No;0;0;0;0;0;0;0;0;D;A;A;A;A;0;Md.rejaul karim;Fulmala akter;F;M;0;0;up;0;2;6;50;6;1;5060200;Dhaka;Dhamrai;Saupur;Katirchar-2;18;61;50;129;14%;47%;39%;;;
shahidur;55:18,0;0;55:18,0;0;0;1;55:18,0;55:18,0;90,6080054;24,9428102;0;0;5970300;2012;2012;69;0;85;0;106;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;3857;Shohidur rahman;Nazmun naher;F;M;0;0;up;0;3;97;5;97;2;5970300;Netrakona;Purbadhala;Kholishaur;Dhara;69;85;106;260;27%;33%;41%;;;
amit;48:32,0;0;48:32,0;0;0;1;48:32,0;48:32,0;88,8900278;25,7493037;0;0;5320200;2007;2007;114;81;116;170;65;82;PP&UP;6;6;5;5;No;Yes;No;No;0;No;No;0;0;A;B;B;B;B;1957;Amit kumar golder;Alo rabi rani;F;M;0;0;up;0;2;32;5;32;1;5320200;Nilphamari;Syedpur;Saidpur Pouroshova;Patowaripara 01;179;105;99;383;47%;27%;26%;;;
shahidur;35:30,0;0;35:30,0;0;0;1;35:30,0;35:30,0;0;0;0;0;5840100;2012;2012;63;0;122;0;115;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;E;E;E;E;0;Shohidur rahman;Nazmun naher;F;M;0;0;up;0;1;84;5;84;2;5840100;Netrakona;Purbadhala;Gohalakanda;Shaldhiga -1;63;122;115;300;21%;41%;38%;;;
milon;09:30,0;0;09:30,0;0;0;1;09:30,0;09:30,0;0;0;0;0;5080300;2008;2008;42;0;68;0;38;0;PP&UP;6;6;5;5;Yes;Yes;No;No;No;No;No;0;0;A;B;A;A;A;0;Milon;Tuli;F;M;0;0;up;0;3;8;50;8;1;5080300;Rajbari;Rajbari sadar;Dadshi;Pakuri kanda 1;38;90;20;148;26%;61%;14%;;;
sanjoy;31:35,0;0;31:35,0;0;0;1;31:35,0;31:35,0;89,34333433;23,21372888;0;-41;5170200;2007;2007;2;0;75;0;59;0;PP&UP;6;6;5;5;No;Yes;0;No;0;No;0;0;0;C;C;C;B;C;15;Sanjay kumar mondal.;Kazol Rekha.;F;M;0;0;up;0;2;17;5;17;1;5170200;Jessore;Bagharpara;Dohakula;Talbaria;2;75;59;136;1%;55%;43%;;;
kamruzzaman;20:23,0;0;20:23,0;0;0;1;20:23,0;20:23,0;89,51609857;22,73771365;0;-48;5200200;2007;2007;25;26;73;80;105;108;NP;6;6;5;5;No;0;No;0;Yes;0;No;0;0;D;B;A;A;A;35;Kamruzzaman;Penaki bairagi;F;M;0;0;up;0;2;20;5;20;1;5200200;Khulna;Batiaghata;Batiaghata;Bolabunia;25;73;105;203;12%;36%;52%;;;
mamunur;22:21,0;0;22:21,0;0;0;1;22:21,0;22:21,0;91,84527375;22,52657986;0;-11;5470200;2007;2007;46;0;50;0;165;0;NP;6;7;5;4;No;Yes;No;No;No;No;No;Yes;0;D;C;D;C;D;50;Mamun;Nasima;F;M;0;0;up;0;2;47;5;47;1;5470200;CHITTAGONG;RAOZAN;GOHIRA;Kotaighorg-3;46;50;185;281;16%;18%;66%;;;
shahidur;43:06,0;0;43:06,0;0;0;1;43:06,0;43:06,0;90,58063937;24,84726694;0;-15;5840200;2012;2012;62;0;142;0;96;0;PP&UP;7;7;4;4;No;No;No;No;No;No;No;0;0;D;E;E;E;E;25;Shohidur rahman;Nazmun naher;F;M;0;0;up;0;2;84;5;84;2;5840200;Netrakona;Purbadhala;Gohalakanda;Gohalakanda -1;51;149;100;300;17%;50%;33%;;;
enamul;01:31,0;0;01:31,0;0;0;1;01:31,0;01:31,0;89,2144864;25,3026865;0;0;5290200;2007;0;39;0;79;0;165;0;NP;0;6;0;5;No;Yes;No;No;No;No;No;0;0;B;C;C;C;C;3398;Enamul;Parul;F;M;0;0;up;0;2;29;5;29;1;5290200;Dinajpur;Ghoraghat;Pouroshova;Ghoraghat (2);39;112;132;283;14%;40%;47%;;;
hannan;07:09,0;0;07:09,0;0;0;1;07:09,0;07:09,0;0;0;0;0;5270200;2007;2007;19;0;112;0;129;0;PP&UP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;B;A;A;A;A;0;M.A.HANNAM MIAH;MST.ALIMA AKTAR;F;M;0;0;up;0;2;27;5;27;1;5270200;Baogra;Gabtoli;Gabtoli;Unchorokhi Dokhin;19;129;112;260;7%;50%;43%;;;
hannan;03:15,0;0;03:15,0;0;0;1;03:15,0;03:15,0;0;0;0;0;5270100;2007;2007;5;0;121;0;97;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;B;A;A;A;0;M.A.HANNAN MIAH;MST.ALIMA AKTAR;F;M;0;0;up;0;1;27;5;27;1;5270100;Baogra;Gabtoli;Sonaray;Musi Khali;5;97;121;223;2%;43%;54%;;;
shahidul;58:06,0;0;58:06,0;0;0;1;58:06,0;58:06,0;90,91025592;24,1371812;0;-34;5870100;2012;2012;28;28;41;41;12;12;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;A;A;A;20;Shahidul;Shefali;F;M;0;0;up;0;1;87;5;87;2;5870100;Kishoregonj;Kuliarchor;Chhaysuti;Chotta chhaysuti-2;28;41;12;81;35%;51%;15%;;;
mamunur;51:46,0;0;51:46,0;0;0;1;51:46,0;51:46,0;91,852464;22,6120759;0;0;5780300;2012;2012;67;0;61;0;72;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;No;No;D;C;C;C;C;3124;Mamun;Nasima;F;M;0;0;up;0;3;78;5;78;2;5780300;Chittagong;Fatickchari;Dormopur;Adarmanik-3;67;61;72;200;34%;31%;36%;;;
habibur;33:20,0;0;33:20,0;0;0;1;33:20,0;33:20,0;89,4328658;25,9076631;0;0;5900300;2012;2012;94;94;134;134;72;72;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;E;E;E;E;1826;Bithi rani ray;Habibur rahman;M;F;0;0;up;0;3;90;5;90;2;5900300;Lalmonirhat;Lalmonirhat Sadar;Harati;Kazirchoura-1;94;92;114;300;31%;31%;38%;;;
bari;15:00,0;0;15:00,0;0;0;1;15:00,0;15:00,0;0;0;0;0;5700300;2012;2012;67;67;97;97;33;33;PP&UP;6;6;5;5;0;0;No;0;No;0;Yes;0;0;D;C;C;C;C;0;bari;mongira;F;M;0;0;up;0;3;70;5;70;2;5700300;Khulna;Paikgacha;Chandkhali;Kaluardanga;67;95;35;197;34%;48%;18%;;;
ramzan;52:07,0;0;52:07,0;0;0;1;52:07,0;52:07,0;90,4068796;24,7390154;0;0;5210300;2007;2007;21;0;39;0;99;0;NP;6;6;5;5;No;Yes;No;No;No;No;No;0;0;A;A;A;A;A;1823;romjan;fatema;F;M;0;0;up;0;3;21;5;21;1;5210300;Mymensingh;Mymensingh Sadar;Chornilokkhia;Chornilokhia daspara;21;73;65;159;13%;46%;41%;;;
rezaul;27:52,0;0;27:52,0;0;0;1;27:52,0;27:52,0;0;0;0;0;5530100;2012;2012;22;0;120;0;77;0;PP&UP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;C;C;C;C;0;Md.rejaul karim;Fulmala akter;F;M;0;0;up;0;1;53;5;53;2;5530100;Chandpur;Faridgonj;East Gupti;Sreekalia-2;23;120;77;220;10%;55%;35%;;;
habibur;29:59,0;0;29:59,0;0;0;1;29:59,0;29:59,0;89,433184;25,9030016;0;0;5900100;2012;2012;81;81;35;35;57;57;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;E;E;E;E;3050;Bithi rani ray;Habibur rahman;M;F;0;0;up;0;1;90;5;90;2;5900100;Lalmonirhat;Lalmonirhat Sadar;Harati;Khamargobindo;81;13;79;173;47%;8%;46%;;;
shariful;49:39,0;0;49:39,0;0;0;1;49:39,0;49:39,0;0;0;0;0;5140100;2008;2008;45;0;119;0;107;0;PP&UP;6;6;5;5;No;Yes;No;Yes;No;No;No;0;0;A;B;A;A;A;0;Shariful;Nurunnesa;F;M;0;0;up;0;1;14;5;14;1;5140100;Comilla;Nangalkot;Makrobpur;Tolagoan-1;45;119;107;271;17%;44%;39%;;;
momin;55:23,0;0;55:23,0;0;0;1;55:23,0;55:23,0;91,7505356;24,8178689;0;37;5710300;2012;2012;29;0;10;0;157;0;NP;6;6;5;5;No;No;0;0;0;0;0;Yes;0;D;C;C;C;C;100;MD.Abdul Momin;Rashna Begum;F;M;0;0;up;0;3;71;5;71;2;5710300;Sylhet;Bishwhanath;Dowlotpur;Doulotpur Dokkin, Doulotpur Purbo;29;9;136;174;17%;5%;78%;;;
mamunur;37:17,0;0;37:17,0;0;0;1;37:17,0;37:17,0;91,8503453;22,6246312;0;0;5580100;2012;2012;69;0;62;0;53;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;2305;Mamun;Nasima;F;M;0;0;up;0;1;58;5;58;2;5580100;Chittagong;Fatickchari;Boktopur;Bokto Pur T.Bari;69;62;53;184;38%;34%;29%;;;
kamruzzaman;20:13,0;0;20:13,0;0;0;1;20:13,0;20:13,0;89,5056254;22,642346;0;0;5670200;2012;2012;36;0;35;0;70;0;PP&UP;6;6;5;5;No;0;No;0;No;0;Yes;0;0;D;B;C;C;C;3976;Kamruzzaman;Pinaki  bairagi;F;M;0;0;up;0;2;67;5;67;2;5670200;Khulna;Dacope;Pankhali;Kamarabad-Laxmikhola;36;35;70;141;26%;25%;50%;;;
shahidur;10:33,0;0;10:33,0;0;0;1;10:33,0;10:33,0;90,85432638;24,92276197;0;-22;5350100;2007;2007;40;0;125;0;118;0;PP&UP;6;6;5;5;No;Yes;No;No;Yes;No;No;Yes;Yes;E;A;A;A;A;5;Nazmun naher;Shohidur rahman;M;F;0;0;up;0;1;35;5;35;1;5350100;Netrakona;Barhatta;Buashe;Shalapura;20;145;118;283;7%;51%;42%;;;
ranjan;41:12,0;0;41:12,0;0;0;1;41:12,0;41:12,0;89,25389782;22,7666758;0;-49;5630200;2012;2012;58;0;43;0;68;0;PP&UP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;E;E;E;E;100;Ranjanbanerjee;Barnalihalder;F;M;0;0;up;0;2;63;5;63;2;5630200;Satkhira;Tala;Magura;Permadra;58;13;98;169;34%;8%;58%;;;
motilal;05:31,0;0;05:31,0;0;0;1;05:31,0;05:31,0;90,73994245;23,0658646;0;-63;5660300;2012;2012;68;0;39;0;174;0;NP;6;6;5;5;No;0;0;0;Yes;0;0;0;0;D;E;E;E;E;70;Motilal;Taslima;F;M;0;0;up;0;3;66;5;66;2;5660300;Chandpur;Faridgonj;East Chordukia;Aklashpur(E)-1;68;67;146;281;24%;24%;52%;;;
shahjahan;41:17,0;0;41:17,0;0;0;1;41:17,0;41:17,0;0;0;0;0;5950300;2012;2012;59;59;37;37;154;154;NP;6;6;5;5;No;No;No;No;Yes;No;No;0;Yes;D;B;C;C;C;0;Shahajan;Fatema;F;M;0;0;up;0;3;95;5;95;2;5950300;Kishoregonj;Bajitpur;Dighirpar;Suvharampur-1;59;37;154;250;24%;15%;62%;;;
rezaul;05:38,0;0;05:38,0;0;0;1;05:38,0;05:38,0;0;0;0;0;5690200;2012;2012;11;0;23;0;119;0;NP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;C;C;C;C;0;Md.rejaul karim;Fulmala akter;F;M;0;0;up;0;2;69;5;69;2;5690200;Chandpur;Faridgonj;Faridgonj Pourosova;Vatirgao-2;5;23;125;153;3%;15%;82%;;;
harun;10:04,0;0;10:04,0;0;0;1;10:04,0;10:04,0;90,9805004;24,0670334;0;0;5960300;2012;2012;30;0;97;0;90;0;PP&UP;6;6;5;5;Yes;No;No;No;No;No;No;0;0;D;D;D;C;D;1931;Harun.ar.rashid;Shermin.akhter;F;M;0;0;up;0;3;96;5;96;2;5960300;Kishoregonj;Bhairab;Shibpur;Shambhupur Borokanda-1;30;107;80;217;14%;49%;37%;;;
shahjahan;31:29,0;0;31:29,0;0;0;1;31:29,0;31:29,0;0;0;0;0;5950100;2012;2012;34;34;89;89;81;81;PP&UP;6;6;5;5;No;No;Yes;No;No;No;No;0;Yes;D;B;C;C;C;0;Shahajsn;Fatema;F;M;0;0;up;0;1;95;5;95;2;5950100;Kishoregonj;Bajitpur;Dighirpar;Assanpur- 2;34;89;81;204;17%;44%;40%;;;
motilal;21:30,0;0;21:30,0;0;0;1;21:30,0;21:30,0;0;0;0;0;5810200;2012;2012;24;0;46;0;166;0;NP;6;6;5;5;No;0;0;0;0;0;0;0;0;D;E;E;E;E;0;Motilal;Taslima;F;M;0;0;up;0;2;81;5;81;2;5810200;Chandpur;Faridgonj;South Faridgonj;Chorrampur-1;24;46;166;236;10%;19%;70%;;;
shahidul;51:43,0;0;51:43,0;0;0;1;51:43,0;51:43,0;90,8730482;24,54584262;0;-57;5620200;2012;2012;39;39;65;65;47;47;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;A;A;A;A;20;Shahidul;Shefali;F;M;0;0;up;0;2;62;5;62;2;5620200;Kishoregonj;Tarail;Tarail Sachail;Samukjani (1);39;65;47;151;26%;43%;31%;;;
aman;54:08,0;0;54:08,0;0;0;1;54:08,0;54:08,0;91,8059438;22,631719;0;0;5890101;2012;2012;37;0;143;0;30;0;PP&UP;6;6;5;5;No;No;No;No;No;No;No;0;0;D;C;C;C;C;2086;Md Aman ullah;Lucky rani;F;M;0;1;up;0;1;89;5;89;2;5890101;Chittagong;Fatickchari;Dowlotpur;Babu Nagor-2;37;143;30;210;18%;68%;14%;;;
