Barcode,Latitude/Longitude - Latitude,Latitude/Longitude - Longitude,Name of the village,HH00:Interview the HH (presence of HH members) ,HHma:Number of adult male ,HHfa:Number of adult  female ,HHmado:Number of Adloscent male ,HHfado:Number of Adloscent female ,HHmh5:Number of male children(>5yrs),HHfH5:Number of female children (>5yrs),HHml5:Number of male children(<=5yrs),HHfl5:Number of female children(<=5yrs),HHmsp:Number of male member who need assistance to access the latrine or defecate in the open ,HHfsp:Number of female member who need assistance to access the latrine or defecate in the open   ,HHsx:Sex of the interviewee,Economic status during data collection,HH01(old): Safe & Protected Main Drinking Water Source(old),HH01(new): Safe & Protected Main Drinking Water Source(new),HH02old: Drinking Water Management from Source to Cup(old),HH02new: Drinking Water Management from Source to Cup(new),HH03old: Quality of Latrine(old),HH03new: Quality of Latrine(new),HH03A:Shared latrine ,HH03B:Type of latrine ,HH3B:Type of Latrine(pls specify),HH04: Latrine use by whom,HH04A:Latrine use_All members,HH05:Latrine use when ,HH06:Hand washing provisions after defaecation ,HH07(dne):Sludge management(done),HH07(ftr):Sludge management(future),Image_water point ,Image (Latrine)
1409101035,25.366964,88.882356,Binail,yes ,3,2,0,0,0,0,0,0,0,0,male,NP,D,D,D,D,C,C,A,C,,B,yes,A,C,F,C,1412059396539.jpg,1412059414561.jpg
1435495112,23.437304,89.227716,Basudevpur,yes ,2,2,0,0,0,0,0,1,0,0,female,UP,D,D,C,D,B,B,A,A,,A,yes,B,C,F,C,1412049624569.jpg,1412049680902.jpg
2524648326,24.544995,90.838987,Shibpur,yes ,1,1,1,0,0,1,0,0,0,0,female,PP,C,D,C,D,C,C,A,A,,B,yes,A,D,C,,1411965354972.jpg,1411965409000.jpg
1466969822,23.06404,91.039,Chotokegna,yes ,3,3,2,1,0,0,0,2,0,0,male,PP,A,A,A,A,D,D,A,A,,B,No,B,C,C,,1412047822403.jpg,1412047854939.jpg
1466969831,23.06404,91.039,Chotokegna,yes ,1,1,2,0,1,0,0,0,0,0,female,NP,A,A,A,A,D,D,B,A,,B,yes,B,C,B,,1412048760595.jpg,1412048823672.jpg
1466969823,23.06404,91.039,Chotokegna,yes ,1,1,1,2,0,0,0,0,0,0,female,PP,A,A,A,A,D,D,A,A,,B,yes,B,C,C,,1412049773120.jpg,1412049840369.jpg
1466969811,23.06404,91.039,Chotokegna,yes ,1,1,1,0,0,2,0,0,0,0,female,UP,A,A,A,A,D,D,B,A,,B,yes,B,C,C,,1412050926791.jpg,1412050856653.jpg
1466969832,23.070914,91.027703,Chotokegna,yes ,1,1,0,1,0,0,1,1,0,0,female,NP,A,A,A,A,B,A,A,A,,A,yes,B,C,F,C,1412051936095.jpg,1412051864100.jpg
1466969833,23.078787,91.040136,Chotokegna,yes ,1,1,1,0,0,0,0,0,0,0,female,NP,A,A,A,A,B,A,A,A,,B,yes,B,C,C,,1412053904914.jpg,1412053176780.jpg
1466969812,23.078787,91.040136,Chotokegna,yes ,2,2,3,0,0,0,0,1,0,0,female,UP,A,A,B,C,D,D,A,A,,B,yes,B,E,C,,1412053863055.jpg,1412053799162.jpg
1466969834,23.064015,91.038993,Chotokegna,yes ,3,3,1,0,1,0,0,0,0,0,female,NP,A,A,A,A,B,A,A,C,,B,yes,B,A,F,C,1412056755093.jpg,1412056697864.jpg
1466969813,23.064015,91.038993,Chotokegna,yes ,2,1,0,0,1,0,1,0,0,0,female,UP,A,A,A,A,D,D,A,A,,B,No,B,E,C,,1412055066940.jpg,1412054934438.jpg
2521408411,24.893031,90.585337,shikhpara porchim para,"No,moved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521408412,24.893031,90.585337,shikhpara porchim para,yes ,1,2,2,0,0,1,1,0,0,0,female,UP,C,D,D,D,D,E,A,D,Broken of pan& outlate open,D,No,D,E,D,,1412062601889.jpg,1412062692015.jpg
2521408413,24.863513,90.579006,shikhpara porchim para,yes ,2,2,0,0,0,0,1,0,0,0,female,UP,C,D,D,D,D,E,A,D,broken of pan& outlate open,B,No,B,E,D,,1412064222097.jpg,1412064237613.jpg
2521408416,24.942431,90.611014,shikhpara porchimpara,"No,moved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453788114,25.23141,89.122011,Sonapara,yes ,1,1,0,0,0,0,0,2,0,0,female,UP,C,D,D,D,A,A,A,B,,B,yes,A,E,F,B,1412058776276.jpg,1412058823285.jpg
1453788115,25.23141,89.122011,Sonapara,yes ,1,1,0,1,1,0,1,0,0,0,female,UP,C,D,C,D,A,A,A,B,,A,yes,A,C,F,C,1412060081592.jpg,1412060138691.jpg
1453788116,25.23141,89.122011,Sonapara,yes ,1,1,0,0,1,0,1,1,0,0,female,UP,C,D,C,D,C,C,B,A,,A,yes,A,D,F,C,1412061252476.jpg,1412061275570.jpg
1453788126,25.23141,89.122011,Sonapara,yes ,1,1,1,0,1,0,1,0,0,0,female,PP,B,B,A,A,A,A,A,C,,A,yes,A,D,F,C,1412062284590.jpg,1412062300496.jpg
1453788113,25.211077,89.130238,Sonapara,yes ,3,2,0,0,1,0,0,0,0,0,male,PP,B,B,D,C,A,A,B,B,,A,yes,A,C,C,,1412063476742.jpg,1412063494149.jpg
1453788111,25.23141,89.122011,Sonapara,yes ,1,1,2,0,1,0,0,0,0,0,female,UP,C,D,C,D,C,C,A,B,,A,yes,A,D,C,,1412064528698.jpg,1412064562715.jpg
1453788112,25.23141,89.122011,Sonapara,yes ,3,2,0,0,1,0,0,0,0,0,female,UP,C,D,C,D,C,C,A,B,,B,No,A,E,F,C,1412065530504.jpg,1412065579370.jpg
1453788131,25.23141,89.122011,sonapara,yes ,2,1,0,0,0,0,0,0,0,0,female,NP,D,D,D,D,D,D,A,A,,B,yes,A,D,C,,1412059121035.jpg,1412059090613.jpg
1453788133,25.23141,89.122011,sonapara,yes ,2,1,0,0,0,0,0,0,0,0,male,NP,B,B,B,B,C,C,A,C,,B,yes,A,C,F,C,1412059861378.jpg,1412059873445.jpg
1453788136,25.23141,89.122011,sonapara,yes ,2,1,0,0,0,0,0,1,0,0,female,NP,D,D,D,D,D,E,A,A,,A,yes,A,E,F,D,1412058385471.jpg,1412058423066.jpg
1453788132,25.23141,89.122011,sonapars,yes ,1,1,1,0,1,0,0,0,0,0,female,NP,B,B,D,D,C,C,B,A,,B,yes,A,D,F,C,1412061366754.jpg,1412061389071.jpg
1453788134,25.23141,89.122011,sonapara,"No,not found",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453788135,25.23141,89.122011,sonapara,yes ,2,3,0,1,0,0,1,0,0,0,female,UP,D,D,D,D,D,D,A,A,,B,No,B,D,D,,1412063013830.jpg,1412063032274.jpg
2525761123,24.875388,92.419495,Brammongram,yes ,1,2,0,0,0,0,0,0,0,0,male,PP,D,D,D,D,B,A,B,C,,B,yes,A,E,F,C,1411979785239.jpg,1411979720220.jpg
2525761131,24.871883,92.422268,Brammongram,yes ,1,2,0,0,0,1,0,0,0,0,female,NP,E,E,E,E,D,D,A,A,,B,yes,A,E,F,C,1411981573949.jpg,1411981531217.jpg
2525761136,24.872653,92.422468,Brammobgram,yes ,1,1,1,0,0,0,0,0,0,0,female,NP,D,D,D,D,B,A,A,C,,B,yes,A,C,F,C,1411982267021.jpg,1411982411929.jpg
2525761126,24.872735,92.42499,Brammongram,yes ,4,1,2,0,0,2,0,0,0,0,female,PP,C,D,D,D,C,C,A,A,,B,yes,A,D,F,C,1412048309472.jpg,1412048121315.jpg
2525761112,24.873212,92.431157,Brammongram,yes ,1,1,0,0,2,0,0,0,0,0,male,UP,C,D,C,D,B,A,A,A,,B,yes,A,C,F,C,1412048993163.jpg,1412048832187.jpg
2525761124,24.87161,92.425817,Brammongram,yes ,1,1,0,0,0,0,1,1,0,0,female,PP,B,B,A,A,C,A,A,A,,B,No,A,C,F,C,1412050061731.jpg,1412050136850.jpg
1409101011,25.402412,88.87972,binail,yes ,2,1,0,0,1,1,0,0,0,0,female,UP,E,E,D,C,C,C,B,A,,A,yes,A,D,C,,1412058869911.jpg,1412089365703.jpg
1429404213,24.669588,91.472995,kamrakhai,yes ,1,2,0,0,0,0,0,1,0,0,male,UP,C,D,C,D,B,E,A,A,,B,No,A,B,E,,1411536443222.jpg,1411536528298.jpg
1429404211,24.669588,91.472995,kamrakhai,yes ,1,2,0,0,1,1,0,1,0,0,female,UP,B,B,B,A,E,F,,,,,,,,,,,
1429404222,24.669588,91.472995,kamrakhai,yes ,1,2,0,0,0,0,0,0,0,0,female,UP,C,D,C,D,E,F,,,,,,,,,,,
1429404214,24.669588,91.472995,kamrakhai,yes ,2,2,0,0,1,0,1,0,0,0,female,UP,C,D,C,D,E,F,,,,,,,,,,,
1429404221,24.669588,91.472995,kamrakhai,yes ,1,1,0,1,1,0,0,1,1,0,female,UP,A,A,B,B,E,F,,,,,,,,,,,
1429404225,24.711288,91.490649,kamrakhai,"No,nobody home ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429404212,24.711288,91.490649,kamrakhai,yes ,1,1,0,1,1,1,1,0,0,0,male,PP,B,C,A,A,D,D,C,A,,B,No,A,E,C,,1411542533603.jpg,1411542495086.jpg
1429404226,24.669588,91.472995,kamrakhai,yes ,1,1,1,0,2,1,0,0,0,0,female,PP,B,B,A,A,B,A,A,A,,B,No,A,B,C,,1411543503184.jpg,1411543540500.jpg
1429404236,24.669588,91.472995,kamrakhai,"No,nobody home ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429404216,24.696331,91.492122,kamrakhai,yes ,1,1,1,2,0,2,0,0,0,0,female,UP,C,D,C,D,B,B,A,A,,B,yes,A,E,C,,1411626128565.jpg,1411625982249.jpg
1429404224,24.711288,91.490649,kamrakhai,yes ,2,2,0,0,0,0,1,0,0,0,male,PP,A,A,A,A,E,F,,,,,,,,,,,
1429404234,24.673245,91.504655,kamrakhai,yes ,1,1,1,0,0,0,0,0,0,0,male,NP,A,A,A,A,B,E,A,A,,B,yes,A,B,E,,1411629063711.jpg,1411629019166.jpg
1429404232,24.673979,91.505266,kamrakhai,yes ,3,3,0,0,1,2,0,0,0,1,female,NP,A,A,A,A,C,C,A,C,,A,yes,A,B,D,,1411630647740.jpg,1411630570779.jpg
1429404233,24.675231,91.505911,kamrakhai,yes ,3,1,2,1,0,0,0,0,0,0,male,NP,C,D,C,D,B,A,A,C,,B,yes,A,B,C,,1411631975544.jpg,1411632002037.jpg
1429404223,24.673418,91.495387,kamrakhai,yes ,3,3,0,1,2,0,1,1,0,0,female,PP,A,A,A,A,B,A,A,C,,B,No,A,B,F,C,1411635819025.jpg,1411635867820.jpg
1440586036,24.583442,91.980621,akhilpur,yes ,1,2,0,0,0,0,0,0,0,0,female,NP,B,B,A,A,B,A,A,C,,A,yes,A,B,F,D,1412053231319.jpg,1412053261134.jpg
1440586014,24.583359,91.978907,akhilpur,yes ,2,2,0,2,0,0,0,0,0,0,male,PP,C,D,C,D,A,A,A,B,,B,yes,A,C,F,D,1412054564603.jpg,1412054498097.jpg
2508096912,22.445832,89.551008,dhangmari,yes ,2,3,1,0,0,0,0,0,0,0,female,UP,E,E,E,E,A,A,A,B,,B,yes,A,C,F,B,1412052582027.jpg,1412052663838.jpg
2508096913,22.455115,89.545754,dhangmari,yes ,1,1,0,0,2,0,0,0,0,0,female,UP,E,E,E,E,A,A,A,B,,B,yes,A,C,F,B,1412059958070.jpg,1412059999178.jpg
1440586016,24.581324,91.978967,akhilpur,yes ,1,1,1,2,1,1,0,0,0,0,female,UP,A,A,A,A,A,B,A,B,,B,yes,A,B,C,,1412055844922.jpg,1412055884782.jpg
1440586012,24.58196,91.97876,akhilpur,yes ,2,1,2,1,0,0,0,0,0,0,female,UP,B,B,A,A,A,A,A,B,,B,yes,A,B,F,C,1412056581691.jpg,1412056605364.jpg
2508096914,22.451359,89.547402,dhangmari,yes ,2,2,0,2,1,0,0,0,0,0,female,UP,E,E,E,E,A,A,A,B,,B,yes,A,C,F,B,1412057255494.jpg,1412057315712.jpg
1440586021,24.580953,91.978859,akhilpur,yes ,2,2,0,1,0,0,0,0,0,0,female,NP,B,B,A,A,B,A,A,C,,B,yes,A,A,F,C,1412057545015.jpg,1412057474755.jpg
1440586033,24.581266,91.978597,akhilpur,yes ,1,1,0,0,1,0,2,0,0,0,female,NP,A,A,A,A,B,A,A,C,,A,yes,A,B,F,C,1412058510778.jpg,1412058545191.jpg
1440586026,24.580251,91.979023,akhilpur,yes ,2,1,0,3,0,1,0,0,1,0,female,PP,A,A,A,A,B,A,A,C,,A,yes,A,B,F,C,1412059555412.jpg,1412059500010.jpg
1440586035,24.580774,91.979994,akhilpur,yes ,6,3,1,0,1,1,2,2,0,0,female,NP,B,B,A,A,B,A,A,C,,A,yes,A,A,C,,1412061009903.jpg,1412061030785.jpg
1440586022,24.579213,91.981371,akhilpur,yes ,1,2,0,0,0,2,0,0,0,0,female,PP,C,D,C,D,B,A,A,A,,B,yes,A,B,C,,1412062171496.jpg,1412062194744.jpg
2508096915,22.460801,89.544567,dhangmari,yes ,3,1,1,0,0,0,0,0,0,0,male,UP,E,E,E,E,C,C,A,A,,B,yes,C,C,F,C,1412064300895.jpg,1412064201541.jpg
2508096916,22.440941,89.55795,dhangmari,yes ,1,1,1,1,0,1,0,0,0,0,female,UP,E,E,E,E,C,C,A,A,,B,yes,C,C,C,,1412069618483.jpg,1412069643621.jpg
2508096922,22.451414,89.547633,dhangmari,yes ,1,2,1,0,0,0,0,0,0,0,female,PP,E,E,E,E,B,A,A,A,,A,yes,A,C,C,,1412056375300.jpg,1412056268937.jpg
2508096923,22.451098,89.548474,dhangmari,yes ,1,2,0,1,0,0,0,0,0,0,female,PP,E,E,E,E,C,C,A,A,,B,yes,C,C,C,,1412058576196.jpg,1412058656115.jpg
2508096924,22.455549,89.545484,dhangmari,yes ,1,1,1,1,0,0,0,0,0,0,female,PP,E,E,E,E,C,C,A,A,,B,yes,A,C,B,,1412061583415.jpg,1412061649129.jpg
2508096925,22.458465,89.544922,dhangmari,yes ,1,1,1,1,0,0,0,0,0,0,female,PP,E,E,E,E,C,C,A,A,,B,yes,C,C,C,,1412062996564.jpg,1412063086843.jpg
2508096926,22.441445,89.557196,dhangmari,yes ,3,2,1,0,0,1,0,0,0,0,female,PP,E,E,E,E,B,A,A,A,,B,yes,A,C,C,,1412068188773.jpg,1412068241333.jpg
2508096935,22.448952,89.548284,dhangmari,yes ,3,2,0,0,0,1,0,0,0,0,female,NP,E,E,E,E,A,A,A,B,,B,yes,A,C,B,,1412054399813.jpg,1412054501425.jpg
2508096936,22.440936,89.555455,dhangmari,yes ,1,1,0,1,1,0,0,0,0,0,female,NP,E,E,E,E,C,C,A,A,,E,yes,C,C,C,,1412066767558.jpg,1412066841361.jpg
2521024432,24.950727,90.560707,Jatiyabor-1,yes ,1,2,0,1,0,0,0,0,0,0,female,NP,C,D,D,D,B,A,A,A,,B,yes,B,D,C,,1412072972644.jpg,1412072990500.jpg
1466959712,22.994343,91.130764,Nateshor,yes ,1,1,0,0,0,0,0,0,0,0,female,UP,A,A,B,B,D,D,A,B,,B,yes,A,D,F,C,1412135921842.jpg,1412135957858.jpg
2521024422,24.950727,90.560707,Jatiyabor-1,yes ,2,1,0,1,0,0,0,0,0,0,male,PP,C,D,D,D,B,A,A,A,,B,yes,B,E,C,,1412136692011.jpg,1412136651269.jpg
2521024411,24.950727,90.560707,Jatiyabor-1,yes ,1,1,1,0,0,0,1,0,0,0,female,UP,D,D,D,D,A,A,A,B,,A,yes,B,E,F,C,1412054762853.jpg,1412054529328.jpg
1462909211,24.987134,90.039872,vatshala,yes ,2,3,1,0,0,0,1,2,0,0,female,NP,D,D,D,D,B,B,A,A,,B,No,B,C,F,C,1412138160841.jpg,1412138173774.jpg
2521024433,24.950727,90.560707,Jatiyabor-1,yes ,2,2,0,0,0,0,2,0,0,0,male,NP,C,D,D,D,D,D,A,A,,A,yes,B,E,C,,1412138450891.jpg,1412138392501.jpg
1466959713,23.000859,91.130877,Nateshor,yes ,1,1,0,1,2,0,0,0,0,0,female,UP,A,A,B,B,A,A,A,B,,B,yes,B,C,C,,1412137580767.jpg,1412137634837.jpg
1409101023,25.388034,88.887044,binaill,yes ,1,1,0,0,0,0,0,0,0,0,female,PP,D,D,C,D,C,C,B,A,,A,yes,A,D,C,,1412139167964.jpg,1412139210320.jpg
1409101033,25.366964,88.882356,Binail,yes ,4,3,0,0,0,0,0,0,0,0,male,NP,B,B,D,C,C,C,A,A,,B,yes,A,D,C,,1412139778962.jpg,1412139796981.jpg
1466959714,23.000859,91.130877,Nateshor,yes ,2,1,1,0,0,0,0,0,0,0,female,UP,A,A,B,B,B,A,A,A,,B,yes,A,D,F,C,1412139266336.jpg,1412139396869.jpg
1409101016,25.386775,88.889326,binail,yes ,1,2,0,0,0,0,1,0,0,0,female,UP,D,D,D,C,E,F,,,,,,,,,,,
1409101013,25.402412,88.87972,binail,yes ,1,1,1,0,0,0,0,0,0,0,female,UP,E,E,D,C,E,F,,,,,,,,,,,
1409101015,25.366964,88.882356,binaill,yes ,1,1,0,0,0,0,0,0,0,0,female,UP,D,D,D,C,E,E,B,A,,C,yes,A,D,F,D,1412141826443.jpg,1412141859881.jpg
2504367321,24.085988,90.945177,Poltakanda,yes ,2,2,0,1,0,0,1,0,0,0,female,PP,C,D,D,D,E,E,A,A,,B,No,B,D,C,,1412141718269.jpg,1412141762386.jpg
2504280311,24.091858,90.943883,Banchgari,yes ,1,1,0,0,1,1,1,1,0,0,female,UP,B,B,D,D,A,A,A,B,,B,No,B,C,F,C,1412142195998.jpg,1412142219394.jpg
1466959715,22.976966,91.130371,Nateshor,yes ,1,1,2,0,0,0,0,0,0,0,female,UP,A,A,B,B,C,C,A,A,,B,yes,A,C,C,,1412142649895.jpg,1412142688642.jpg
2504367315,24.085988,90.945177,Poltakandn,"No,moved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521024415,24.950727,90.560707,Jatiyabor-1,yes ,2,1,0,1,0,0,0,0,0,0,male,UP,B,B,D,C,A,A,A,B,,B,yes,B,E,F,C,1412141839293.jpg,1412141900408.jpg
1409101021,25.402412,88.87972,binil,yes ,1,1,0,1,1,0,0,0,0,0,female,PP,D,D,C,C,E,F,,,,,,,,,,,
1466959716,22.976966,91.130371,Nateshor,yes ,3,3,0,0,1,0,0,0,0,0,female,UP,E,E,E,E,B,A,A,A,,B,yes,A,C,C,,1412144018939.jpg,1412144054392.jpg
1409101026,25.366964,88.882356,Binail,yes ,1,1,0,0,0,0,0,0,0,0,female,PP,D,D,D,D,C,C,B,A,,B,yes,A,E,C,,1412143634230.jpg,1412143661592.jpg
2521024435,24.950727,90.560707,Jatiyabor-1,yes ,4,3,1,2,0,2,0,0,0,0,male,NP,D,D,D,D,C,C,A,C,,B,yes,B,D,C,,1412141049546.jpg,1412141099701.jpg
2521024434,24.950727,90.560707,Jatiyabor-1,yes ,1,1,1,0,0,1,0,0,0,0,female,NP,C,D,D,D,C,C,A,A,,B,yes,B,E,C,,1412139812438.jpg,1412139772741.jpg
1409101031,25.379337,88.96189,binail,yes ,4,3,0,0,1,0,0,0,0,0,female,NP,C,C,C,C,C,C,A,A,,A,yes,A,C,F,C,1412145312841.jpg,1412145374014.jpg
2504367331,24.077895,90.95292,Poltakanda,yes ,1,1,0,1,1,1,1,1,0,0,female,PP,D,C,D,C,E,E,C,A,,A,yes,B,B,C,,1412145993441.jpg,1412146048892.jpg
1462909222,24.987134,90.039872,vatshala,yes ,2,2,0,0,0,0,1,0,0,0,male,PP,D,D,D,D,B,A,C,A,,B,No,B,C,C,,1412147662449.jpg,1412148045571.jpg
1409101014,25.366964,88.882356,Binail,yes ,1,1,0,0,1,1,0,0,0,0,female,PP,D,D,D,D,C,C,B,A,,B,yes,A,D,C,,1412139191121.jpg,1412139219956.jpg
1409101034,25.366964,88.882356,Binaul,yes ,2,2,0,0,0,2,0,0,0,0,female,NP,D,D,D,D,C,C,A,A,,B,yes,A,E,F,C,1412140365800.jpg,1412140407645.jpg
1409101025,25.384493,88.893631,Binail,yes ,1,2,0,0,0,1,1,0,0,0,female,NP,D,D,D,D,C,C,B,A,,B,yes,A,D,C,,1412141043855.jpg,1412141065359.jpg
1453808216,25.167008,89.140695,purbokisnopur,yes ,1,1,0,0,1,0,1,0,0,0,female,UP,D,D,D,D,C,C,A,A,,A,yes,A,D,F,C,1412141547176.jpg,1412141565425.jpg
1453808211,25.167008,89.140695,purbokisnopur,yes ,2,2,0,0,0,0,0,0,0,0,female,UP,B,B,D,C,B,A,A,A,,B,yes,A,D,C,,1412142499735.jpg,1412142526183.jpg
1453808212,25.167008,89.140695,purbokisnopur,yes ,1,3,0,1,0,1,0,0,0,1,female,UP,B,B,D,C,B,A,A,A,,B,yes,A,D,F,C,1412143736751.jpg,1412143748113.jpg
1453808213,25.167008,89.140695,purbokisnopur,yes ,1,1,0,0,0,1,1,0,0,0,male,UP,D,D,D,D,D,E,A,A,,A,yes,A,D,D,,1412144351031.jpg,1412144330488.jpg
1462909214,24.987134,90.039872,vatshala,yes ,1,1,0,0,1,0,1,0,0,0,female,UP,A,A,D,C,C,C,B,A,,A,yes,B,E,C,,1412150724243.jpg,1412150787512.jpg
1453808215,25.167008,89.140695,purbokisnopur,yes ,1,1,0,0,0,0,0,0,0,0,female,PP,D,D,D,D,D,D,B,A,,B,yes,A,D,C,,1412145053888.jpg,1412144966082.jpg
1453808222,25.167008,89.140695,purbokisnopur,yes ,1,2,0,0,0,0,0,0,0,0,female,PP,B,B,A,A,B,B,A,A,,B,yes,A,D,F,C,1412146019683.jpg,1412145891802.jpg
1453808214,25.167008,89.140695,purbokisnopur,yes ,2,2,1,0,0,0,0,1,0,0,female,UP,D,D,D,D,B,B,A,A,,B,No,B,D,F,C,1412147093237.jpg,1412147107236.jpg
2504280331,24.172063,90.932119,Banchgari,yes ,1,1,0,1,1,2,0,0,0,0,female,PP,D,D,D,D,D,D,A,A,,B,yes,B,C,F,C,1412143901419.jpg,1412144007782.jpg
2504280312,24.104842,90.956833,Banchgari,yes ,1,1,0,0,0,0,1,0,0,0,female,UP,D,D,D,D,C,E,B,D,Exrita out side,B,No,B,C,E,,1412146189623.jpg,1412146282740.jpg
2504280332,24.104745,90.956655,Banchgari,yes ,2,2,1,1,0,0,1,0,0,0,female,NP,D,D,D,D,C,E,B,D,Exrita out side,B,No,B,C,E,,1412147810557.jpg,1412147838192.jpg
1440586023,24.57983,91.979106,akhilpur nandanagor,yes ,2,3,0,1,0,0,0,1,0,1,male,PP,B,B,A,A,A,A,A,B,,A,yes,A,A,C,,1412138298335.jpg,1412138207512.jpg
1440586025,24.57983,91.979106,akhilpur nandanagor,yes ,3,2,0,0,0,0,0,0,0,0,female,PP,B,B,C,D,B,A,A,A,,B,yes,A,B,C,,1412139625248.jpg,1412139646085.jpg
1440586011,24.582299,91.981524,akhilpur,yes ,1,1,0,0,1,0,0,0,0,0,female,UP,B,B,A,A,B,A,A,A,,B,yes,A,D,C,,1412140689192.jpg,1412140724235.jpg
1440586034,24.580275,91.983956,akhilpur,yes ,1,1,1,0,1,0,0,0,0,0,male,NP,C,D,A,A,B,A,B,C,,B,yes,C,C,C,,1412142066061.jpg,1412142112195.jpg
1462909212,24.97565,90.046734,vatshala,yes ,1,1,0,0,0,2,1,0,0,0,female,UP,D,D,D,D,E,E,B,A,,B,No,B,E,F,C,1412140523844.jpg,1412140591104.jpg
1440586015,24.579265,91.984422,akhilpur,yes ,3,2,0,1,0,0,1,0,0,0,female,UP,C,D,C,D,C,C,A,A,,B,No,A,E,C,,1412143721554.jpg,1412144321150.jpg
1440586013,24.580153,91.985368,akhilpur,yes ,1,1,1,2,2,0,0,0,0,0,female,PP,B,B,A,A,B,A,A,A,,B,yes,A,E,F,C,1412145555767.jpg,1412145467652.jpg
1440586024,24.524038,91.98462,akhilpur,yes ,3,2,0,0,0,0,0,0,0,0,female,PP,C,D,C,D,B,A,A,A,,B,yes,A,B,C,,1412146883716.jpg,1412146905798.jpg
1440586031,24.580977,91.984948,akhilpur,yes ,1,1,2,0,0,1,0,0,0,0,female,NP,B,B,A,A,B,A,A,A,,B,yes,A,D,F,C,1412148137265.jpg,1412148063414.jpg
1440586032,24.581382,91.985145,akhilpur,yes ,3,3,0,0,0,3,1,1,0,0,female,NP,C,D,C,D,B,A,A,C,,B,No,A,B,F,C,1412149535373.jpg,1412149490243.jpg
1462909213,24.948415,90.054069,vatshala,yes ,1,2,1,1,0,1,0,0,0,0,male,UP,D,D,D,D,E,E,A,A,,B,yes,B,D,F,C,1412143341932.jpg,1412143363723.jpg
1462909221,24.974591,90.046437,vatshala,yes ,2,2,0,0,1,0,1,0,0,0,female,PP,C,D,D,D,B,B,C,A,,A,yes,B,D,C,,1412145521633.jpg,1412145542986.jpg
1462909215,24.987134,90.039872,vatshala,No HH selected ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462909216,24.987134,90.039872,vatshala,No HH selected ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521024424,24.950727,90.560707,Jatiabor-1,yes ,1,1,1,0,0,0,0,0,0,0,female,PP,D,D,D,D,C,C,A,A,,B,yes,B,D,F,C,1412157623527.jpg,1412157509596.jpg
1453808235,25.167008,89.140695,Purbokrishnapur,yes ,1,1,1,0,0,0,0,1,0,0,female,PP,B,B,A,A,D,D,A,A,,B,yes,A,D,C,,1412141809765.jpg,1412141837360.jpg
1453808234,25.167008,89.140695,Purbokrishnapur,yes ,1,1,0,0,0,0,1,1,0,0,female,PP,D,D,D,D,C,C,A,A,,B,yes,A,E,B,,1412142421049.jpg,1412142578172.jpg
1453808233,25.167008,89.140695,Purbokrishnapur,yes ,1,1,0,2,0,0,0,0,0,0,female,PP,C,D,D,D,D,E,A,A,,B,yes,A,D,D,,1412144017887.jpg,1412144067322.jpg
1453808236,25.167008,89.140695,Purbokrishnapur,yes ,2,1,1,0,0,0,0,0,1,0,male,NP,C,D,D,D,D,E,B,A,,B,No,A,E,D,,1412145606260.jpg,1412145686441.jpg
1453808232,25.167008,89.140695,Purbokrishnapur,yes ,1,2,0,0,0,0,0,1,0,1,male,NP,D,D,C,D,D,E,B,A,,B,yes,A,E,D,,1412146197073.jpg,1412146291921.jpg
1453808231,25.167008,89.140695,Purbokrishnapur,yes ,1,2,0,0,0,0,0,0,0,0,male,NP,B,B,D,C,B,A,C,C,,B,yes,A,C,F,C,1412147763769.jpg,1412147803231.jpg
1466969814,23.064015,91.038993,Chotokegna,yes ,0,1,0,0,0,0,0,0,0,0,female,UP,A,A,A,A,D,D,A,A,,F,yes,B,E,C,,1412058951278.jpg,1412058663830.jpg
1466969835,23.064015,91.038993,Chotokegna,yes ,1,3,2,1,0,1,0,0,0,0,male,NP,B,B,A,A,D,D,A,A,,B,yes,B,D,C,,1412059969609.jpg,1412060027002.jpg
1466969824,23.064015,91.038993,Chotokegna,yes ,1,1,0,0,0,0,0,1,0,0,female,PP,A,A,A,A,D,D,C,A,,B,yes,B,E,C,,1412133615306.jpg,1412133656357.jpg
1466969826,23.067479,91.050924,Chotokegna,yes ,3,3,1,0,1,0,1,0,0,0,female,PP,A,A,C,C,C,C,A,A,,B,No,B,E,F,C,1412141229235.jpg,1412140958087.jpg
1462909231,24.977429,90.049345,Vatshala-1,yes ,3,1,1,0,0,0,0,0,0,0,male,NP,D,D,D,D,D,D,A,A,,B,No,B,C,F,C,1412095219725.jpg,1412095241897.jpg
1462909232,24.979083,90.050507,Vatshala-1,yes ,2,3,0,0,1,0,0,0,0,0,male,NP,D,C,D,D,B,A,A,A,,A,yes,B,C,F,A,1412097411582.jpg,1412097444876.jpg
